Document ID,Sentence No,Word,Tag
ARTHROTEC.10,6,other,O
ARTHROTEC.10,6,than,O
ARTHROTEC.10,6,if,O
ARTHROTEC.10,6,i,O
ARTHROTEC.10,6,jar,O
ARTHROTEC.10,6,it,O
ARTHROTEC.10,6,0,O
ARTHROTEC.100,7,no,O
ARTHROTEC.100,7,side,O
ARTHROTEC.100,7,effects,O
ARTHROTEC.100,7,for,O
ARTHROTEC.100,7,the,O
ARTHROTEC.100,7,first,O
ARTHROTEC.100,7,two,O
ARTHROTEC.100,7,months,O
ARTHROTEC.100,7,0,O
ARTHROTEC.100,8,then,O
ARTHROTEC.100,8,vaginal,B-ADR
ARTHROTEC.100,8,bleeding,I-ADR
ARTHROTEC.100,8,2,O
ARTHROTEC.100,8,wks,O
ARTHROTEC.100,8,after,O
ARTHROTEC.100,8,menstral,O
ARTHROTEC.100,8,cycle,O
ARTHROTEC.100,8,0,O
ARTHROTEC.100,9,stomach,B-ADR
ARTHROTEC.100,9,pain,I-ADR
ARTHROTEC.100,9,0,O
ARTHROTEC.100,10,canker,B-ADR
ARTHROTEC.100,10,sores,I-ADR
ARTHROTEC.100,10,in,O
ARTHROTEC.100,10,my,O
ARTHROTEC.100,10,mouth,O
ARTHROTEC.100,10,0,O
ARTHROTEC.100,11,headache,B-ADR
ARTHROTEC.100,11,0,O
ARTHROTEC.100,12,been,O
ARTHROTEC.100,12,off,O
ARTHROTEC.100,12,for,O
ARTHROTEC.100,12,1,O
ARTHROTEC.100,12,week,O
ARTHROTEC.100,12,still,O
ARTHROTEC.100,12,have,O
ARTHROTEC.100,12,bleeding,O
ARTHROTEC.100,12,0,O
ARTHROTEC.100,13,helped,O
ARTHROTEC.100,13,my,O
ARTHROTEC.100,13,pain,B-Symptom
ARTHROTEC.100,13,alot,O
ARTHROTEC.100,13,0,O
ARTHROTEC.100,14,too,O
ARTHROTEC.100,14,scared,O
ARTHROTEC.100,14,to,O
ARTHROTEC.100,14,take,O
ARTHROTEC.100,14,this,O
ARTHROTEC.100,14,drug,O
ARTHROTEC.100,14,again,O
ARTHROTEC.100,14,0,O
ARTHROTEC.101,15,1st,O
ARTHROTEC.101,15,pill,O
ARTHROTEC.101,15,taken,O
ARTHROTEC.101,15,with,O
ARTHROTEC.101,15,food,O
ARTHROTEC.101,15,",",O
ARTHROTEC.101,15,a,O
ARTHROTEC.101,15,few,O
ARTHROTEC.101,15,hours,O
ARTHROTEC.101,15,after,O
ARTHROTEC.101,15,i,O
ARTHROTEC.101,15,experienced,O
ARTHROTEC.101,15,shortness,B-ADR
ARTHROTEC.101,15,of,I-ADR
ARTHROTEC.101,15,breath,I-ADR
ARTHROTEC.101,15,",",O
ARTHROTEC.101,15,a,O
ARTHROTEC.101,15,sense,O
ARTHROTEC.101,15,of,O
ARTHROTEC.101,15,depression,B-ADR
ARTHROTEC.101,15,",",O
ARTHROTEC.101,15,cramping,B-ADR
ARTHROTEC.101,15,",",O
ARTHROTEC.101,15,upset,B-ADR
ARTHROTEC.101,15,stomache,I-ADR
ARTHROTEC.101,15,will,O
ARTHROTEC.101,15,stop,O
ARTHROTEC.101,15,taking,O
ARTHROTEC.101,15,immediately,O
ARTHROTEC.101,15,0,O
ARTHROTEC.101,16,Honestly,O
ARTHROTEC.101,16,can,O
ARTHROTEC.101,16,not,O
ARTHROTEC.101,16,recommend,O
ARTHROTEC.101,16,this,O
ARTHROTEC.101,16,drug,O
ARTHROTEC.101,16,",",O
ARTHROTEC.101,16,I,O
ARTHROTEC.101,16,am,O
ARTHROTEC.101,16,still,O
ARTHROTEC.101,16,experiencing,O
ARTHROTEC.101,16,side,O
ARTHROTEC.101,16,effects,O
ARTHROTEC.101,16,just,O
ARTHROTEC.101,16,after,O
ARTHROTEC.101,16,1,O
ARTHROTEC.101,16,pill,O
ARTHROTEC.101,16,and,O
ARTHROTEC.101,16,im,O
ARTHROTEC.101,16,supposed,O
ARTHROTEC.101,16,to,O
ARTHROTEC.101,16,take,O
ARTHROTEC.101,16,twice,O
ARTHROTEC.101,16,/,O
ARTHROTEC.101,16,day,O
ARTHROTEC.101,16,75mg,O
ARTHROTEC.101,16,0,O
ARTHROTEC.101,17,I,O
ARTHROTEC.101,17,just,O
ARTHROTEC.101,17,cant,O
ARTHROTEC.101,17,keep,O
ARTHROTEC.101,17,going,O
ARTHROTEC.101,17,have,O
ARTHROTEC.101,17,to,O
ARTHROTEC.101,17,try,O
ARTHROTEC.101,17,something,O
ARTHROTEC.101,17,else,O
ARTHROTEC.101,17,0,O
ARTHROTEC.102,18,I,O
ARTHROTEC.102,18,have,O
ARTHROTEC.102,18,had,O
ARTHROTEC.102,18,no,O
ARTHROTEC.102,18,side,O
ARTHROTEC.102,18,effects,O
ARTHROTEC.102,18,been,O
ARTHROTEC.102,18,taking,O
ARTHROTEC.102,18,Arthrotec,B-Drug
ARTHROTEC.102,18,a,O
ARTHROTEC.102,18,little,O
ARTHROTEC.102,18,over,O
ARTHROTEC.102,18,a,O
ARTHROTEC.102,18,year,O
ARTHROTEC.102,18,",",O
ARTHROTEC.102,18,have,O
ARTHROTEC.102,18,not,O
ARTHROTEC.102,18,noticed,O
ARTHROTEC.102,18,any,O
ARTHROTEC.102,18,side,O
ARTHROTEC.102,18,effects,O
ARTHROTEC.102,18,0,O
ARTHROTEC.102,19,It,O
ARTHROTEC.102,19,does,O
ARTHROTEC.102,19,help,O
ARTHROTEC.102,19,alot,O
ARTHROTEC.102,19,I,O
ARTHROTEC.102,19,noticed,O
ARTHROTEC.102,19,that,O
ARTHROTEC.102,19,when,O
ARTHROTEC.102,19,there,O
ARTHROTEC.102,19,are,O
ARTHROTEC.102,19,times,O
ARTHROTEC.102,19,when,O
ARTHROTEC.102,19,I,O
ARTHROTEC.102,19,forget,O
ARTHROTEC.102,19,to,O
ARTHROTEC.102,19,take,O
ARTHROTEC.102,19,it,O
ARTHROTEC.102,19,I,B-Symptom
ARTHROTEC.102,19,can,I-Symptom
ARTHROTEC.102,19,',I-Symptom
ARTHROTEC.102,19,t,I-Symptom
ARTHROTEC.102,19,stand,I-Symptom
ARTHROTEC.102,19,or,I-Symptom
ARTHROTEC.102,19,walk,I-Symptom
ARTHROTEC.102,19,for,I-Symptom
ARTHROTEC.102,19,any,I-Symptom
ARTHROTEC.102,19,lengths,I-Symptom
ARTHROTEC.102,19,of,I-Symptom
ARTHROTEC.102,19,time,I-Symptom
ARTHROTEC.102,19,0,O
ARTHROTEC.103,20,It,O
ARTHROTEC.103,20,seems,O
ARTHROTEC.103,20,as,O
ARTHROTEC.103,20,if,O
ARTHROTEC.103,20,bleeding,B-ADR
ARTHROTEC.103,20,forever,O
ARTHROTEC.103,20,is,O
ARTHROTEC.103,20,a,O
ARTHROTEC.103,20,side,O
ARTHROTEC.103,20,effect,O
ARTHROTEC.103,20,but,O
ARTHROTEC.103,20,doctors,O
ARTHROTEC.103,20,tell,O
ARTHROTEC.103,20,you,O
ARTHROTEC.103,20,that,O
ARTHROTEC.103,20,its,O
ARTHROTEC.103,20,not,O
ARTHROTEC.103,20,the,O
ARTHROTEC.103,20,drug,O
ARTHROTEC.103,20,I,O
ARTHROTEC.103,20,have,O
ARTHROTEC.103,20,been,O
ARTHROTEC.103,20,on,O
ARTHROTEC.103,20,Arthotec,B-Drug
ARTHROTEC.103,20,for,O
ARTHROTEC.103,20,Three,O
ARTHROTEC.103,20,months,O
ARTHROTEC.103,20,I,O
ARTHROTEC.103,20,still,O
ARTHROTEC.103,20,have,O
ARTHROTEC.103,20,pain,B-Symptom
ARTHROTEC.103,20,and,I-Symptom
ARTHROTEC.103,20,stiffness,I-Symptom
ARTHROTEC.103,20,at,O
ARTHROTEC.103,20,first,O
ARTHROTEC.103,20,week,O
ARTHROTEC.103,20,into,O
ARTHROTEC.103,20,this,O
ARTHROTEC.103,20,drug,O
ARTHROTEC.103,20,I,O
ARTHROTEC.103,20,was,O
ARTHROTEC.103,20,in,O
ARTHROTEC.103,20,so,B-ADR
ARTHROTEC.103,20,much,I-ADR
ARTHROTEC.103,20,pain,I-ADR
ARTHROTEC.103,20,I,O
ARTHROTEC.103,20,sat,O
ARTHROTEC.103,20,on,O
ARTHROTEC.103,20,the,O
ARTHROTEC.103,20,floor,O
ARTHROTEC.103,20,at,O
ARTHROTEC.103,20,work,O
ARTHROTEC.103,20,and,O
ARTHROTEC.103,20,thought,O
ARTHROTEC.103,20,I,O
ARTHROTEC.103,20,was,O
ARTHROTEC.103,20,gaving,O
ARTHROTEC.103,20,a,O
ARTHROTEC.103,20,baby,O
ARTHROTEC.103,20,0,O
ARTHROTEC.103,21,I,O
ARTHROTEC.103,21,always,O
ARTHROTEC.103,21,feel,B-ADR
ARTHROTEC.103,21,weak,I-ADR
ARTHROTEC.103,21,and,I-ADR
ARTHROTEC.103,21,almost,I-ADR
ARTHROTEC.103,21,fainted,I-ADR
ARTHROTEC.103,21,a,O
ARTHROTEC.103,21,bunch,O
ARTHROTEC.103,21,of,O
ARTHROTEC.103,21,times,O
ARTHROTEC.103,21,0,O
ARTHROTEC.103,22,Consider,O
ARTHROTEC.103,22,somthing,O
ARTHROTEC.103,22,that,O
ARTHROTEC.103,22,works,O
ARTHROTEC.103,22,I,O
ARTHROTEC.103,22,am,O
ARTHROTEC.103,22,switching,O
ARTHROTEC.103,22,today,O
ARTHROTEC.103,22,as,O
ARTHROTEC.103,22,this,O
ARTHROTEC.103,22,isnt,O
ARTHROTEC.103,22,in,O
ARTHROTEC.103,22,my,O
ARTHROTEC.103,22,head,O
ARTHROTEC.103,22,0,O
ARTHROTEC.104,23,some,O
ARTHROTEC.104,23,diarrhea,B-ADR
ARTHROTEC.104,23,",",O
ARTHROTEC.104,23,some,O
ARTHROTEC.104,23,constipation,B-ADR
ARTHROTEC.104,23,",",O
ARTHROTEC.104,23,fatigue,B-ADR
ARTHROTEC.104,23,0,O
ARTHROTEC.104,24,it,O
ARTHROTEC.104,24,works,O
ARTHROTEC.104,24,very,O
ARTHROTEC.104,24,well,O
ARTHROTEC.104,24,for,O
ARTHROTEC.104,24,the,B-Symptom
ARTHROTEC.104,24,heel,I-Symptom
ARTHROTEC.104,24,;,I-Symptom
ARTHROTEC.104,24,I,I-Symptom
ARTHROTEC.104,24,couldn,I-Symptom
ARTHROTEC.104,24,',I-Symptom
ARTHROTEC.104,24,t,I-Symptom
ARTHROTEC.104,24,walk,I-Symptom
ARTHROTEC.104,24,on,I-Symptom
ARTHROTEC.104,24,it,I-Symptom
ARTHROTEC.104,24,very,I-Symptom
ARTHROTEC.104,24,well,I-Symptom
ARTHROTEC.104,24,before,O
ARTHROTEC.104,24,taking,O
ARTHROTEC.104,24,it,O
ARTHROTEC.104,24,0,O
ARTHROTEC.104,25,I,O
ARTHROTEC.104,25,take,O
ARTHROTEC.104,25,75mg,O
ARTHROTEC.104,25,0,O
ARTHROTEC.104,26,twice,O
ARTHROTEC.104,26,a,O
ARTHROTEC.104,26,day,O
ARTHROTEC.104,26,0,O
ARTHROTEC.104,27,Also,O
ARTHROTEC.104,27,have,O
ARTHROTEC.104,27,severe,B-Disease
ARTHROTEC.104,27,osteoarthritis,I-Disease
ARTHROTEC.104,27,in,I-Disease
ARTHROTEC.104,27,the,I-Disease
ARTHROTEC.104,27,knees,I-Disease
ARTHROTEC.104,27,and,I-Disease
ARTHROTEC.104,27,hands,I-Disease
ARTHROTEC.104,27,",",O
ARTHROTEC.104,27,but,O
ARTHROTEC.104,27,it,O
ARTHROTEC.104,27,doesn,O
ARTHROTEC.104,27,',O
ARTHROTEC.104,27,t,O
ARTHROTEC.104,27,seem,O
ARTHROTEC.104,27,to,O
ARTHROTEC.104,27,relieve,O
ARTHROTEC.104,27,that,O
ARTHROTEC.104,27,pain,B-Symptom
ARTHROTEC.104,27,at,O
ARTHROTEC.104,27,all,O
ARTHROTEC.104,27,0,O
ARTHROTEC.105,28,I,O
ARTHROTEC.105,28,',O
ARTHROTEC.105,28,ve,O
ARTHROTEC.105,28,been,O
ARTHROTEC.105,28,on,O
ARTHROTEC.105,28,75mg,O
ARTHROTEC.105,28,twice,O
ARTHROTEC.105,28,daily,O
ARTHROTEC.105,28,for,O
ARTHROTEC.105,28,13,O
ARTHROTEC.105,28,days,O
ARTHROTEC.105,28,",",O
ARTHROTEC.105,28,with,O
ARTHROTEC.105,28,recent,O
ARTHROTEC.105,28,body,O
ARTHROTEC.105,28,swelling,B-ADR
ARTHROTEC.105,28,",",I-ADR
ARTHROTEC.105,28,face,I-ADR
ARTHROTEC.105,28,",",I-ADR
ARTHROTEC.105,28,wrists,I-ADR
ARTHROTEC.105,28,",",I-ADR
ARTHROTEC.105,28,abdomen,I-ADR
ARTHROTEC.105,28,",",I-ADR
ARTHROTEC.105,28,thighs,I-ADR
ARTHROTEC.105,28,-,O
ARTHROTEC.105,28,clothes,O
ARTHROTEC.105,28,fit,O
ARTHROTEC.105,28,tight,O
ARTHROTEC.105,28,0,O
ARTHROTEC.105,29,Insomina,B-ADR
ARTHROTEC.105,29,is,O
ARTHROTEC.105,29,much,O
ARTHROTEC.105,29,worse,O
ARTHROTEC.105,29,0,O
ARTHROTEC.105,30,I,O
ARTHROTEC.105,30,have,O
ARTHROTEC.105,30,forgetfulnes,B-ADR
ARTHROTEC.105,30,and,I-ADR
ARTHROTEC.105,30,confussion,I-ADR
ARTHROTEC.105,30,-,O
ARTHROTEC.105,30,really,O
ARTHROTEC.105,30,bad,O
ARTHROTEC.105,30,-,O
ARTHROTEC.105,30,almost,O
ARTHROTEC.105,30,dangerous,O
ARTHROTEC.105,30,0,O
ARTHROTEC.105,31,Have,O
ARTHROTEC.105,31,felt,O
ARTHROTEC.105,31,"""",B-ADR
ARTHROTEC.105,31,empty,I-ADR
ARTHROTEC.105,31,stomach,I-ADR
ARTHROTEC.105,31,"""",I-ADR
ARTHROTEC.105,31,feeling,I-ADR
ARTHROTEC.105,31,",",O
ARTHROTEC.105,31,but,O
ARTHROTEC.105,31,not,O
ARTHROTEC.105,31,bothersome,O
ARTHROTEC.105,31,0,O
ARTHROTEC.105,32,Have,O
ARTHROTEC.105,32,had,O
ARTHROTEC.105,32,more,O
ARTHROTEC.105,32,loose,B-ADR
ARTHROTEC.105,32,stools,I-ADR
ARTHROTEC.105,32,",",O
ARTHROTEC.105,32,but,O
ARTHROTEC.105,32,tolerable,O
ARTHROTEC.105,32,0,O
ARTHROTEC.105,33,I,O
ARTHROTEC.105,33,',O
ARTHROTEC.105,33,m,O
ARTHROTEC.105,33,looking,O
ARTHROTEC.105,33,for,O
ARTHROTEC.105,33,a,O
ARTHROTEC.105,33,more,O
ARTHROTEC.105,33,natural,O
ARTHROTEC.105,33,therapy,O
ARTHROTEC.105,33,",",O
ARTHROTEC.105,33,checking,O
ARTHROTEC.105,33,into,O
ARTHROTEC.105,33,HA,B-Drug
ARTHROTEC.105,33,(,I-Drug
ARTHROTEC.105,33,Hyaluronic,I-Drug
ARTHROTEC.105,33,Acid,I-Drug
ARTHROTEC.105,33,),I-Drug
ARTHROTEC.105,33,to,O
ARTHROTEC.105,33,replace,O
ARTHROTEC.105,33,Arthrotec,B-Drug
ARTHROTEC.105,33,0,O
ARTHROTEC.106,34,none,O
ARTHROTEC.106,34,that,O
ARTHROTEC.106,34,I,O
ARTHROTEC.106,34,can,O
ARTHROTEC.106,34,think,O
ARTHROTEC.106,34,of,O
ARTHROTEC.106,34,0,O
ARTHROTEC.106,35,I,O
ARTHROTEC.106,35,recently,O
ARTHROTEC.106,35,had,O
ARTHROTEC.106,35,bilateral,O
ARTHROTEC.106,35,knee,O
ARTHROTEC.106,35,replacement,O
ARTHROTEC.106,35,0,O
ARTHROTEC.106,36,Prior,O
ARTHROTEC.106,36,to,O
ARTHROTEC.106,36,that,O
ARTHROTEC.106,36,",",O
ARTHROTEC.106,36,Arthrotec,B-Drug
ARTHROTEC.106,36,was,O
ARTHROTEC.106,36,the,O
ARTHROTEC.106,36,only,O
ARTHROTEC.106,36,drug,O
ARTHROTEC.106,36,that,O
ARTHROTEC.106,36,helped,O
ARTHROTEC.106,36,0,O
ARTHROTEC.106,37,I,O
ARTHROTEC.106,37,tried,O
ARTHROTEC.106,37,every,O
ARTHROTEC.106,37,drug,O
ARTHROTEC.106,37,on,O
ARTHROTEC.106,37,the,O
ARTHROTEC.106,37,market,O
ARTHROTEC.106,37,",",O
ARTHROTEC.106,37,but,O
ARTHROTEC.106,37,",",O
ARTHROTEC.106,37,to,O
ARTHROTEC.106,37,no,O
ARTHROTEC.106,37,avail,O
ARTHROTEC.106,37,0,O
ARTHROTEC.106,38,I,O
ARTHROTEC.106,38,took,O
ARTHROTEC.106,38,50,O
ARTHROTEC.106,38,mg,O
ARTHROTEC.106,38,0,O
ARTHROTEC.106,39,3,O
ARTHROTEC.106,39,times,O
ARTHROTEC.106,39,a,O
ARTHROTEC.106,39,day,O
ARTHROTEC.106,39,of,O
ARTHROTEC.106,39,Arthrotec,B-Drug
ARTHROTEC.106,39,and,O
ARTHROTEC.106,39,was,O
ARTHROTEC.106,39,almost,O
ARTHROTEC.106,39,pain,B-Symptom
ARTHROTEC.106,39,free,O
ARTHROTEC.106,39,0,O
ARTHROTEC.106,40,I,O
ARTHROTEC.106,40,highly,O
ARTHROTEC.106,40,recommend,O
ARTHROTEC.106,40,it,O
ARTHROTEC.106,40,to,O
ARTHROTEC.106,40,anyone,O
ARTHROTEC.106,40,that,O
ARTHROTEC.106,40,suffers,O
ARTHROTEC.106,40,from,O
ARTHROTEC.106,40,arthritis,B-Finding
ARTHROTEC.106,40,0,O
ARTHROTEC.107,41,Hospitalization,O
ARTHROTEC.107,41,due,O
ARTHROTEC.107,41,extreme,O
ARTHROTEC.107,41,rectal,B-ADR
ARTHROTEC.107,41,bleed,I-ADR
ARTHROTEC.107,41,that,O
ARTHROTEC.107,41,required,O
ARTHROTEC.107,41,blood,O
ARTHROTEC.107,41,transfusion,O
ARTHROTEC.107,41,0,O
ARTHROTEC.107,42,I,O
ARTHROTEC.107,42,was,O
ARTHROTEC.107,42,extremely,B-ADR
ARTHROTEC.107,42,sick,I-ADR
ARTHROTEC.107,42,and,O
ARTHROTEC.107,42,initially,O
ARTHROTEC.107,42,felt,B-ADR
ARTHROTEC.107,42,I,I-ADR
ARTHROTEC.107,42,might,I-ADR
ARTHROTEC.107,42,not,I-ADR
ARTHROTEC.107,42,survive,I-ADR
ARTHROTEC.107,42,0,O
ARTHROTEC.107,43,Should,O
ARTHROTEC.107,43,be,O
ARTHROTEC.107,43,removed,O
ARTHROTEC.107,43,from,O
ARTHROTEC.107,43,market,O
ARTHROTEC.107,43,0,O
ARTHROTEC.108,44,Abdominal,B-ADR
ARTHROTEC.108,44,pain,I-ADR
ARTHROTEC.108,44,",",O
ARTHROTEC.108,44,Dizzieness,B-ADR
ARTHROTEC.108,44,and,O
ARTHROTEC.108,44,blood,B-ADR
ARTHROTEC.108,44,clots,I-ADR
ARTHROTEC.108,44,in,I-ADR
ARTHROTEC.108,44,urine,I-ADR
ARTHROTEC.108,44,which,O
ARTHROTEC.108,44,caused,O
ARTHROTEC.108,44,problems,O
ARTHROTEC.108,44,with,O
ARTHROTEC.108,44,urine,B-ADR
ARTHROTEC.108,44,leaking,I-ADR
ARTHROTEC.108,44,0,O
ARTHROTEC.108,45,I,O
ARTHROTEC.108,45,stopped,O
ARTHROTEC.108,45,the,O
ARTHROTEC.108,45,Arthrotec,B-Drug
ARTHROTEC.108,45,twice,O
ARTHROTEC.108,45,and,O
ARTHROTEC.108,45,restarted,O
ARTHROTEC.108,45,but,O
ARTHROTEC.108,45,the,O
ARTHROTEC.108,45,same,O
ARTHROTEC.108,45,symptoms,O
ARTHROTEC.108,45,came,O
ARTHROTEC.108,45,back,O
ARTHROTEC.108,45,0,O
ARTHROTEC.108,46,I,O
ARTHROTEC.108,46,will,O
ARTHROTEC.108,46,not,O
ARTHROTEC.108,46,take,O
ARTHROTEC.108,46,this,O
ARTHROTEC.108,46,medication,O
ARTHROTEC.108,46,again,O
ARTHROTEC.108,46,0,O
ARTHROTEC.109,47,Upset,B-ADR
ARTHROTEC.109,47,stomach,I-ADR
ARTHROTEC.109,47,and,O
ARTHROTEC.109,47,the,O
ARTHROTEC.109,47,feeling,O
ARTHROTEC.109,47,that,O
ARTHROTEC.109,47,I,O
ARTHROTEC.109,47,may,O
ARTHROTEC.109,47,need,O
ARTHROTEC.109,47,to,O
ARTHROTEC.109,47,throw,B-ADR
ARTHROTEC.109,47,up,I-ADR
ARTHROTEC.109,47,0,O
ARTHROTEC.109,48,The,O
ARTHROTEC.109,48,pain,B-ADR
ARTHROTEC.109,48,in,I-ADR
ARTHROTEC.109,48,my,I-ADR
ARTHROTEC.109,48,stomach,I-ADR
ARTHROTEC.109,48,is,O
ARTHROTEC.109,48,in,O
ARTHROTEC.109,48,the,O
ARTHROTEC.109,48,middle,O
ARTHROTEC.109,48,of,O
ARTHROTEC.109,48,my,O
ARTHROTEC.109,48,stomach,O
ARTHROTEC.109,48,above,O
ARTHROTEC.109,48,my,O
ARTHROTEC.109,48,belly,O
ARTHROTEC.109,48,button,O
ARTHROTEC.109,48,and,O
ARTHROTEC.109,48,its,O
ARTHROTEC.109,48,a,O
ARTHROTEC.109,48,deep,B-ADR
ARTHROTEC.109,48,constant,I-ADR
ARTHROTEC.109,48,pain,I-ADR
ARTHROTEC.109,48,0,O
ARTHROTEC.109,49,I,O
ARTHROTEC.109,49,also,O
ARTHROTEC.109,49,feel,O
ARTHROTEC.109,49,like,O
ARTHROTEC.109,49,I,B-ADR
ARTHROTEC.109,49,may,I-ADR
ARTHROTEC.109,49,need,I-ADR
ARTHROTEC.109,49,to,I-ADR
ARTHROTEC.109,49,go,I-ADR
ARTHROTEC.109,49,to,I-ADR
ARTHROTEC.109,49,the,I-ADR
ARTHROTEC.109,49,restroom,I-ADR
ARTHROTEC.109,49,",",I-ADR
ARTHROTEC.109,49,but,I-ADR
ARTHROTEC.109,49,when,I-ADR
ARTHROTEC.109,49,I,I-ADR
ARTHROTEC.109,49,do,I-ADR
ARTHROTEC.109,49,I,I-ADR
ARTHROTEC.109,49,can,I-ADR
